"","x"
"79239","pt"
"79240",NA
"79241","en"
"79242","es"
"79243","pt"
"79244",NA
"79245","en"
"79246","es"
"79247","pt"
"79248",NA
"79249","en"
"79250","es"
"79251","pt"
"79252",NA
"79253","en"
"79254","es"
"79255","pt"
"79256",NA
"79257","en"
"79258","es"
"79259","pt"
"79260",NA
"79261","en"
"79262","es"
"79263","pt"
"79264",NA
"79265","en"
"79266","es"
"79267","pt"
"79268",NA
"79269","en"
"79270","es"
"79271","pt"
"79272",NA
"79273","en"
"79274","es"
"79275","pt"
"79276",NA
"79277","en"
"79278","es"
"79279","pt"
"79280",NA
"79281","en"
"79282","es"
"79283","pt"
"79284",NA
"79285","en"
"79286","es"
"79287","pt"
"79288",NA
"79289","en"
"79290","es"
"79291","pt"
"79292",NA
"79293","en"
"79294","es"
"79295","pt"
"79296",NA
"79297","en"
"79298","es"
"79299","pt"
"79300",NA
"79301","en"
"79302","es"
"79303","pt"
"79304",NA
"79305","en"
"79306","es"
"79307","pt"
"79308",NA
"79309","en"
"79310","es"
"79311","pt"
"79312",NA
"79313","en"
"79314","es"
"79315","pt"
"79316",NA
"79317","en"
"79318","es"
"79319","pt"
"79320",NA
"79321","en"
"79322","es"
"79323","pt"
"79324",NA
"79325","en"
"79326","es"
"79327","pt"
"79328",NA
"79329","en"
"79330","es"
"79331","pt"
"79332",NA
"79333","en"
"79334","es"
"79335","pt"
"79336",NA
"79337","en"
"79338","es"
"79339","pt"
"79340",NA
"79341","en"
"79342","es"
"79343","pt"
"79344",NA
"79345","en"
"79346","es"
"79347","pt"
"79348",NA
"79349","en"
"79350","es"
"79351","pt"
"79352",NA
"79353","en"
"79354","es"
"79355","pt"
"79356",NA
"79357","en"
"79358","es"
"79359","pt"
"79360",NA
"79361","en"
"79362","es"
"79363","pt"
"79364",NA
"79365","en"
"79366","es"
"79367","pt"
"79368",NA
"79369","en"
"79370","es"
"79371","pt"
"79372",NA
"79373","en"
"79374","es"
"79375","pt"
"79376",NA
"79377","en"
"79378","es"
"79379","pt"
"79380",NA
"79381","en"
"79382","es"
"79383","pt"
"79384",NA
"79385","en"
"79386","es"
"79387","pt"
"79388",NA
"79389","en"
"79390","es"
"79391","pt"
"79392",NA
"79393","en"
"79394","es"
"79395","pt"
"79396",NA
"79397","en"
"79398","es"
"79399","pt"
"79400",NA
"79401","en"
"79402","es"
"79403","pt"
"79404",NA
"79405","en"
"79406","es"
"79407","pt"
"79408",NA
"79409","en"
"79410","es"
"79411","pt"
"79412",NA
"79413","en"
"79414","es"
"79415","pt"
"79416",NA
"79417","en"
"79418","es"
"79419","pt"
"79420",NA
"79421","en"
"79422","es"
"79423","pt"
"79424",NA
"79425","en"
"79426","es"
"79427","pt"
"79428",NA
"79429","en"
"79430","es"
"79431","pt"
"79432",NA
"79433","en"
"79434","es"
"79435","pt"
"79436",NA
"79437","en"
"79438","es"
"79439","pt"
"79440",NA
"79441","en"
"79442","es"
"79443","pt"
"79444",NA
"79445","en"
"79446","es"
"79447","pt"
"79448",NA
"79449","en"
"79450","es"
"79451","pt"
"79452",NA
"79453","en"
"79454","es"
"79455","pt"
"79456",NA
"79457","en"
"79458","es"
"79459","pt"
"79460",NA
"79461","en"
"79462","es"
"79463","pt"
"79464",NA
"79465","en"
"79466","es"
"79467","pt"
"79468",NA
"79469","en"
"79470","es"
"79471","pt"
"79472",NA
"79473","en"
"79474","es"
"79475","pt"
"79476",NA
"79477","en"
"79478","es"
"79479","pt"
"79480",NA
"79481","en"
"79482","es"
"79483","pt"
"79484",NA
"79485","en"
"79486","es"
"79487","pt"
"79488",NA
"79489","en"
"79490","es"
"79491","pt"
"79492",NA
"79493","en"
"79494","es"
"79495","pt"
"79496",NA
"79497","en"
"79498","es"
"79499","pt"
"79500",NA
"79501","en"
"79502","es"
"79503","pt"
"79504",NA
"79505","en"
"79506","es"
"79507","pt"
"79508",NA
"79509","en"
"79510","es"
"79511","pt"
"79512",NA
"79513","en"
"79514","es"
"79515","pt"
"79516",NA
"79517","en"
"79518","es"
"79519","pt"
"79520",NA
"79521","en"
"79522","es"
"79523","pt"
"79524",NA
"79525","en"
"79526","es"
"79527","pt"
"79528",NA
"79529","en"
"79530","es"
"79531","pt"
"79532",NA
"79533","en"
"79534","es"
"79535","pt"
"79536",NA
"79537","en"
"79538","es"
"79539","pt"
"79540",NA
"79541","en"
"79542","es"
"79543","pt"
"79544",NA
"79545","en"
"79546","es"
"79547","pt"
"79548",NA
"79549","en"
"79550","es"
"79551","pt"
"79552",NA
"79553","en"
"79554","es"
"79555","pt"
"79556",NA
"79557","en"
"79558","es"
"79559","pt"
"79560",NA
"79561","en"
"79562","es"
"79563","pt"
"79564",NA
"79565","en"
"79566","es"
"79567","pt"
"79568",NA
"79569","en"
"79570","es"
"79571","pt"
"79572",NA
"79573","en"
"79574","es"
"79575","pt"
"79576",NA
"79577","en"
"79578","es"
"79579","pt"
"79580",NA
"79581","en"
"79582","es"
"79583","pt"
"79584",NA
"79585","en"
"79586","es"
"79587","pt"
"79588",NA
"79589","en"
"79590","es"
"79591","pt"
"79592",NA
"79593","en"
"79594","es"
"79595","pt"
"79596",NA
"79597","en"
"79598","es"
"79599","pt"
"79600",NA
"79601","en"
"79602","es"
"79603","pt"
"79604",NA
"79605","en"
"79606","es"
"79607","pt"
"79608",NA
"79609","en"
"79610","es"
"79611","pt"
"79612",NA
"79613","en"
"79614","es"
"79615","pt"
"79616",NA
"79617","en"
"79618","es"
"79619","pt"
"79620",NA
"79621","en"
"79622","es"
"79623","pt"
"79624",NA
"79625","en"
"79626","es"
"79627","pt"
"79628",NA
"79629","en"
"79630","es"
"79631","pt"
"79632",NA
"79633","en"
"79634","es"
"79635","pt"
"79636",NA
"79637","en"
"79638","es"
"79639","pt"
"79640",NA
"79641","en"
"79642","es"
"79643","pt"
"79644",NA
"79645","en"
"79646","es"
"79647","pt"
"79648",NA
"79649","en"
"79650","es"
"79651","pt"
"79652",NA
"79653","en"
"79654","es"
"79655","pt"
"79656",NA
"79657","en"
"79658","es"
"79659","pt"
"79660",NA
"79661","en"
"79662","es"
"79663","pt"
"79664",NA
"79665","en"
"79666","es"
"79667","pt"
"79668",NA
"79669","en"
"79670","es"
"79671","pt"
"79672",NA
"79673","en"
"79674","es"
"79675","pt"
"79676",NA
"79677","en"
"79678","es"
"79679","pt"
"79680",NA
"79681","en"
"79682","es"
"79683","pt"
"79684",NA
"79685","en"
"79686","es"
"79687","pt"
"79688",NA
"79689","en"
"79690","es"
"79691","pt"
"79692",NA
"79693","en"
"79694","es"
"79695","pt"
"79696",NA
"79697","en"
"79698","es"
"79699","pt"
"79700",NA
"79701","en"
"79702","es"
"79703","pt"
"79704",NA
"79705","en"
"79706","es"
"79707","pt"
"79708",NA
"79709","en"
"79710","es"
"79711","pt"
"79712",NA
"79713","en"
"79714","es"
"79715","pt"
"79716",NA
"79717","en"
"79718","es"
"79719","pt"
"79720",NA
"79721","en"
"79722","es"
"79723","pt"
"79724",NA
"79725","en"
"79726","es"
"79727","pt"
"79728",NA
"79729","en"
"79730","es"
"79731","pt"
"79732",NA
"79733","en"
"79734","es"
"79735","pt"
"79736",NA
"79737","en"
"79738","es"
"79739","pt"
"79740",NA
"79741","en"
"79742","es"
"79743","pt"
"79744",NA
"79745","en"
"79746","es"
"79747","pt"
"79748",NA
"79749","en"
"79750","es"
"79751","pt"
"79752",NA
"79753","en"
"79754","es"
"79755","pt"
"79756",NA
"79757","en"
"79758","es"
"79759","pt"
"79760",NA
"79761","en"
"79762","es"
"79763","pt"
"79764",NA
"79765","en"
"79766","es"
"79767","pt"
"79768",NA
"79769","en"
"79770","es"
"79771","pt"
"79772",NA
"79773","en"
"79774","es"
"79775","pt"
"79776",NA
"79777","en"
"79778","es"
"79779","pt"
"79780",NA
"79781","en"
"79782","es"
"79783","pt"
"79784",NA
"79785","en"
"79786","es"
"79787","pt"
"79788",NA
"79789","en"
"79790","es"
"79791","pt"
"79792",NA
"79793","en"
"79794","es"
"79795","pt"
"79796",NA
"79797","en"
"79798","es"
"79799","pt"
"79800",NA
"79801","en"
"79802","es"
"79803","pt"
"79804",NA
"79805","en"
"79806","es"
"79807","pt"
"79808",NA
"79809","en"
"79810","es"
"79811","pt"
"79812",NA
"79813","en"
"79814","es"
"79815","pt"
"79816",NA
"79817","en"
"79818","es"
"79819","pt"
"79820",NA
"79821","en"
"79822","es"
"79823","pt"
"79824",NA
"79825","en"
"79826","es"
"79827","pt"
"79828",NA
"79829","en"
"79830","es"
"79831","pt"
"79832",NA
"79833","en"
"79834","es"
"79835","pt"
"79836",NA
"79837","en"
"79838","es"
"79839","pt"
"79840",NA
"79841","en"
"79842","es"
"79843","pt"
"79844",NA
"79845","en"
"79846","es"
"79847","pt"
"79848",NA
"79849","en"
"79850","es"
"79851","pt"
"79852",NA
"79853","en"
"79854","es"
"79855","pt"
"79856",NA
"79857","en"
"79858","es"
"79859","pt"
"79860",NA
"79861","en"
"79862","es"
"79863","pt"
"79864",NA
"79865","en"
"79866","es"
"79867","pt"
"79868",NA
"79869","en"
"79870","es"
"79871","pt"
"79872",NA
"79873","en"
"79874","es"
"79875","pt"
"79876",NA
"79877","en"
"79878","es"
"79879","pt"
"79880",NA
"79881","en"
"79882","es"
"79883","pt"
"79884",NA
"79885","en"
"79886","es"
"79887","pt"
"79888",NA
"79889","en"
"79890","es"
"79891","pt"
"79892",NA
"79893","en"
"79894","es"
"79895","pt"
"79896",NA
"79897","en"
"79898","es"
"79899","pt"
"79900",NA
"79901","en"
"79902","es"
"79903","pt"
"79904",NA
"79905","en"
"79906","es"
"79907","pt"
"79908",NA
"79909","en"
"79910","es"
"79911","pt"
"79912",NA
"79913","en"
"79914","es"
"79915","pt"
"79916",NA
"79917","en"
"79918","es"
"79919","pt"
"79920",NA
"79921","en"
"79922","es"
"79923","pt"
"79924",NA
"79925","en"
"79926","es"
"79927","pt"
"79928",NA
"79929","en"
"79930","es"
"79931","pt"
"79932",NA
"79933","en"
"79934","es"
"79935","pt"
"79936",NA
"79937","en"
"79938","es"
"79939","pt"
"79940",NA
"79941","en"
"79942","es"
"79943","pt"
"79944",NA
"79945","en"
"79946","es"
"79947","pt"
"79948",NA
"79949","en"
"79950","es"
"79951","pt"
"79952",NA
"79953","en"
"79954","es"
"79955","pt"
"79956",NA
"79957","en"
"79958","es"
"79959","pt"
"79960",NA
"79961","en"
"79962","es"
"79963","pt"
"79964",NA
"79965","en"
"79966","es"
"79967","pt"
"79968",NA
"79969","en"
"79970","es"
"79971","pt"
"79972",NA
"79973","en"
"79974","es"
"79975","pt"
"79976",NA
"79977","en"
"79978","es"
"79979","pt"
"79980",NA
"79981","en"
"79982","es"
"79983","pt"
"79984",NA
"79985","en"
"79986","es"
"79987","pt"
"79988",NA
"79989","en"
"79990","es"
"79991","pt"
"79992",NA
"79993","en"
"79994","es"
"79995","pt"
"79996",NA
"79997","en"
"79998","es"
"79999","pt"
"80000",NA
"80001","en"
"80002","es"
"80003","pt"
"80004",NA
"80005","en"
"80006","es"
"80007","pt"
"80008",NA
"80009","en"
"80010","es"
"80011","pt"
"80012",NA
"80013","en"
"80014","es"
"80015","pt"
"80016",NA
"80017","en"
"80018","es"
"80019","pt"
"80020",NA
"80021","en"
"80022","es"
"80023","pt"
"80024",NA
"80025","en"
"80026","es"
"80027","pt"
"80028",NA
"80029","en"
"80030","es"
"80031","pt"
"80032",NA
"80033","en"
"80034","es"
"80035","pt"
"80036",NA
"80037","en"
"80038","es"
"80039","pt"
"80040",NA
"80041","en"
"80042","es"
"80043","pt"
"80044",NA
"80045","en"
"80046","es"
"80047","pt"
"80048",NA
"80049","en"
"80050","es"
"80051","pt"
"80052",NA
"80053","en"
"80054","es"
"80055","pt"
"80056",NA
"80057","en"
"80058","es"
"80059","pt"
"80060",NA
"80061","en"
"80062","es"
"80063","pt"
"80064",NA
"80065","en"
"80066","es"
"80067","pt"
"80068",NA
"80069","en"
"80070","es"
"80071","pt"
"80072",NA
"80073","en"
"80074","es"
"80075","pt"
"80076",NA
"80077","en"
"80078","es"
"80079","pt"
"80080",NA
"80081","en"
"80082","es"
"80083","pt"
"80084",NA
"80085","en"
"80086","es"
"80087","pt"
"80088",NA
"80089","en"
"80090","es"
"80091","pt"
"80092",NA
"80093","en"
"80094","es"
"80095","pt"
"80096",NA
"80097","en"
"80098","es"
"80099","pt"
"80100",NA
"80101","en"
"80102","es"
"80103","pt"
"80104",NA
"80105","en"
"80106","es"
"80107","pt"
"80108",NA
"80109","en"
"80110","es"
"80111","pt"
"80112",NA
"80113","en"
"80114","es"
"80115","pt"
"80116",NA
"80117","en"
"80118","es"
"80119","pt"
"80120",NA
"80121","en"
"80122","es"
"80123","pt"
"80124",NA
"80125","en"
"80126","es"
"80127","pt"
"80128",NA
"80129","en"
"80130","es"
"80131","pt"
"80132",NA
"80133","en"
"80134","es"
"80135","pt"
"80136",NA
"80137","en"
"80138","es"
"80139","pt"
"80140",NA
"80141","en"
"80142","es"
"80143","pt"
"80144",NA
"80145","en"
"80146","es"
"80147","pt"
"80148",NA
"80149","en"
"80150","es"
"80151","pt"
"80152",NA
"80153","en"
"80154","es"
"80155","pt"
"80156",NA
"80157","en"
"80158","es"
"80159","pt"
"80160",NA
"80161","en"
"80162","es"
"80163","pt"
"80164",NA
"80165","en"
"80166","es"
"80167","pt"
"80168",NA
"80169","en"
"80170","es"
"80171","pt"
"80172",NA
"80173","en"
"80174","es"
"80175","pt"
"80176",NA
"80177","en"
"80178","es"
"80179","pt"
"80180",NA
"80181","en"
"80182","es"
"80183","pt"
"80184",NA
"80185","en"
"80186","es"
"80187","pt"
"80188",NA
"80189","en"
"80190","es"
"80191","pt"
"80192",NA
"80193","en"
"80194","es"
"80195","pt"
"80196",NA
"80197","en"
"80198","es"
"80199","pt"
"80200",NA
"80201","en"
"80202","es"
"80203","pt"
"80204",NA
"80205","en"
"80206","es"
"80207","pt"
"80208",NA
"80209","en"
"80210","es"
"80211","pt"
"80212",NA
"80213","en"
"80214","es"
"80215","pt"
"80216",NA
"80217","en"
"80218","es"
"80219","pt"
"80220",NA
"80221","en"
"80222","es"
"80223","pt"
"80224",NA
"80225","en"
"80226","es"
"80227","pt"
"80228",NA
"80229","en"
"80230","es"
"80231","pt"
"80232",NA
"80233","en"
"80234","es"
"80235","pt"
"80236",NA
"80237","en"
"80238","es"
"80239","pt"
"80240",NA
"80241","en"
"80242","es"
"80243","pt"
"80244",NA
"80245","en"
"80246","es"
"80247","pt"
"80248",NA
"80249","en"
"80250","es"
"80251","pt"
"80252",NA
"80253","en"
"80254","es"
"80255","pt"
"80256",NA
"80257","en"
"80258","es"
"80259","pt"
"80260",NA
"80261","en"
"80262","es"
"80263","pt"
"80264",NA
"80265","en"
"80266","es"
"80267","pt"
"80268",NA
"80269","en"
"80270","es"
"80271","pt"
"80272",NA
"80273","en"
"80274","es"
"80275","pt"
"80276",NA
"80277","en"
"80278","es"
"80279","pt"
"80280",NA
"80281","en"
"80282","es"
"80283","pt"
"80284",NA
"80285","en"
"80286","es"
"80287","pt"
"80288",NA
"80289","en"
"80290","es"
"80291","pt"
"80292",NA
"80293","en"
"80294","es"
"80295","pt"
"80296",NA
"80297","en"
"80298","es"
"80299","pt"
"80300",NA
"80301","en"
"80302","es"
"80303","pt"
"80304",NA
"80305","en"
"80306","es"
"80307","pt"
"80308",NA
"80309","en"
"80310","es"
"80311","pt"
"80312",NA
"80313","en"
"80314","es"
"80315","pt"
"80316",NA
"80317","en"
"80318","es"
"80319","pt"
"80320",NA
"80321","en"
"80322","es"
"80323","pt"
"80324",NA
"80325","en"
"80326","es"
"80327","pt"
"80328",NA
"80329","en"
"80330","es"
"80331","pt"
"80332",NA
"80333","en"
"80334","es"
"80335","pt"
"80336",NA
"80337","en"
"80338","es"
"80339","pt"
"80340",NA
"80341","en"
"80342","es"
"80343","pt"
"80344",NA
"80345","en"
"80346","es"
"80347","pt"
"80348",NA
"80349","en"
"80350","es"
"80351","pt"
"80352",NA
"80353","en"
"80354","es"
"80355","pt"
"80356",NA
"80357","en"
"80358","es"
"80359","pt"
"80360",NA
"80361","en"
"80362","es"
"80363","pt"
"80364",NA
"80365","en"
"80366","es"
"80367","pt"
"80368",NA
"80369","en"
"80370","es"
"80371","pt"
"80372",NA
"80373","en"
"80374","es"
"80375","pt"
"80376",NA
"80377","en"
"80378","es"
"80379","pt"
"80380",NA
"80381","en"
"80382","es"
"80383","pt"
"80384",NA
"80385","en"
"80386","es"
"80387","pt"
"80388",NA
"80389","en"
"80390","es"
"80391","pt"
"80392",NA
"80393","en"
"80394","es"
"80395","pt"
"80396",NA
"80397","en"
"80398","es"
"80399","pt"
"80400",NA
"80401","en"
"80402","es"
"80403","pt"
"80404",NA
"80405","en"
"80406","es"
"80407","pt"
"80408",NA
"80409","en"
"80410","es"
"80411","pt"
"80412",NA
"80413","en"
"80414","es"
"80415","pt"
"80416",NA
"80417","en"
"80418","es"
"80419","pt"
"80420",NA
"80421","en"
"80422","es"
"80423","pt"
"80424",NA
"80425","en"
"80426","es"
"80427","pt"
"80428",NA
"80429","en"
"80430","es"
"80431","pt"
"80432",NA
"80433","en"
"80434","es"
"80435","pt"
"80436",NA
"80437","en"
"80438","es"
"80439","pt"
"80440",NA
"80441","en"
"80442","es"
"80443","pt"
"80444",NA
"80445","en"
"80446","es"
"80447","pt"
"80448",NA
"80449","en"
"80450","es"
"80451","pt"
"80452",NA
"80453","en"
"80454","es"
"80455","pt"
"80456",NA
"80457","en"
"80458","es"
"80459","pt"
"80460",NA
"80461","en"
"80462","es"
"80463","pt"
"80464",NA
"80465","en"
"80466","es"
"80467","pt"
"80468",NA
"80469","en"
"80470","es"
"80471","pt"
"80472",NA
"80473","en"
"80474","es"
"80475","pt"
"80476",NA
"80477","en"
"80478","es"
"80479","pt"
"80480",NA
"80481","en"
"80482","es"
"80483","pt"
"80484",NA
"80485","en"
"80486","es"
"80487","pt"
"80488",NA
"80489","en"
"80490","es"
"80491","pt"
"80492",NA
"80493","en"
"80494","es"
"80495","pt"
"80496",NA
"80497","en"
"80498","es"
"80499","pt"
"80500",NA
"80501","en"
"80502","es"
"80503","pt"
"80504",NA
"80505","en"
"80506","es"
"80507","pt"
"80508",NA
"80509","en"
"80510","es"
"80511","pt"
"80512",NA
"80513","en"
"80514","es"
"80515","pt"
"80516",NA
"80517","en"
"80518","es"
"80519","pt"
"80520",NA
"80521","en"
"80522","es"
"80523","pt"
"80524",NA
"80525","en"
"80526","es"
"80527","pt"
"80528",NA
"80529","en"
"80530","es"
"80531","pt"
"80532",NA
"80533","en"
"80534","es"
"80535","pt"
"80536",NA
"80537","en"
"80538","es"
"80539","pt"
"80540",NA
"80541","en"
"80542","es"
"80543","pt"
"80544",NA
"80545","en"
"80546","es"
"80547","pt"
"80548",NA
"80549","en"
"80550","es"
"80551","pt"
"80552",NA
"80553","en"
"80554","es"
"80555","pt"
"80556",NA
"80557","en"
"80558","es"
"80559","pt"
"80560",NA
"80561","en"
"80562","es"
"80563","pt"
"80564",NA
"80565","en"
"80566","es"
"80567","pt"
"80568",NA
"80569","en"
"80570","es"
"80571","pt"
"80572",NA
"80573","en"
"80574","es"
"80575","pt"
"80576",NA
"80577","en"
"80578","es"
"80579","pt"
"80580",NA
"80581","en"
"80582","es"
"80583","pt"
"80584",NA
"80585","en"
"80586","es"
"80587","pt"
"80588",NA
"80589","en"
"80590","es"
"80591","pt"
"80592",NA
"80593","en"
"80594","es"
"80595","pt"
"80596",NA
"80597","en"
"80598","es"
"80599","pt"
"80600",NA
"80601","en"
"80602","es"
"80603","pt"
"80604",NA
"80605","en"
"80606","es"
"80607","pt"
"80608",NA
"80609","en"
"80610","es"
"80611","pt"
"80612",NA
"80613","en"
"80614","es"
"80615","pt"
"80616",NA
"80617","en"
"80618","es"
"80619","pt"
"80620",NA
"80621","en"
"80622","es"
"80623","pt"
"80624",NA
"80625","en"
"80626","es"
"80627","pt"
"80628",NA
"80629","en"
"80630","es"
"80631","pt"
"80632",NA
"80633","en"
"80634","es"
"80635","pt"
"80636",NA
"80637","en"
"80638","es"
"80639","pt"
"80640",NA
"80641","en"
"80642","es"
"80643","pt"
"80644",NA
"80645","en"
"80646","es"
"80647","pt"
"80648",NA
"80649","en"
"80650","es"
"80651","pt"
"80652",NA
"80653","en"
"80654","es"
"80655","pt"
"80656",NA
"80657","en"
"80658","es"
"80659","pt"
"80660",NA
"80661","en"
"80662","es"
"80663","pt"
"80664",NA
"80665","en"
"80666","es"
"80667","pt"
"80668",NA
"80669","en"
"80670","es"
"80671","pt"
"80672",NA
"80673","en"
"80674","es"
"80675","pt"
"80676",NA
"80677","en"
"80678","es"
"80679","pt"
"80680",NA
"80681","en"
"80682","es"
"80683","pt"
"80684",NA
"80685","en"
"80686","es"
"80687","pt"
"80688",NA
"80689","en"
"80690","es"
"80691","pt"
"80692",NA
"80693","en"
"80694","es"
"80695","pt"
"80696",NA
"80697","en"
"80698","es"
"80699","pt"
"80700",NA
"80701","en"
"80702","es"
"80703","pt"
"80704",NA
"80705","en"
"80706","es"
"80707","pt"
"80708",NA
"80709","en"
"80710","es"
"80711","pt"
"80712",NA
"80713","en"
"80714","es"
"80715","pt"
"80716",NA
"80717","en"
"80718","es"
"80719","pt"
"80720",NA
"80721","en"
"80722","es"
"80723","pt"
"80724",NA
"80725","en"
"80726","es"
"80727","pt"
"80728",NA
"80729","en"
"80730","es"
"80731","pt"
"80732",NA
"80733","en"
"80734","es"
"80735","pt"
"80736",NA
"80737","en"
"80738","es"
"80739","pt"
"80740",NA
"80741","en"
"80742","es"
"80743","pt"
"80744",NA
"80745","en"
"80746","es"
"80747","pt"
"80748",NA
"80749","en"
"80750","es"
"80751","pt"
"80752",NA
"80753","en"
"80754","es"
"80755","pt"
"80756",NA
"80757","en"
"80758","es"
"80759","pt"
"80760",NA
"80761","en"
"80762","es"
"80763","pt"
"80764",NA
"80765","en"
"80766","es"
"80767","pt"
"80768",NA
"80769","en"
"80770","es"
"80771","pt"
"80772",NA
"80773","en"
"80774","es"
"80775","pt"
"80776",NA
"80777","en"
"80778","es"
"80779","pt"
"80780",NA
"80781","en"
"80782","es"
"80783","pt"
"80784",NA
"80785","en"
"80786","es"
"80787","pt"
"80788",NA
"80789","en"
"80790","es"
"80791","pt"
"80792",NA
"80793","en"
"80794","es"
"80795","pt"
"80796",NA
"80797","en"
"80798","es"
"80799","pt"
"80800",NA
"80801","en"
"80802","es"
"80803","pt"
"80804",NA
"80805","en"
"80806","es"
"80807","pt"
"80808",NA
"80809","en"
"80810","es"
"80811","pt"
"80812",NA
"80813","en"
"80814","es"
"80815","pt"
"80816",NA
"80817","en"
"80818","es"
"80819","pt"
"80820",NA
"80821","en"
"80822","es"
"80823","pt"
"80824",NA
"80825","en"
"80826","es"
"80827","pt"
"80828",NA
"80829","en"
"80830","es"
"80831","pt"
"80832",NA
"80833","en"
"80834","es"
"80835","pt"
"80836",NA
"80837","en"
"80838","es"
"80839","pt"
"80840",NA
"80841","en"
"80842","es"
"80843","pt"
"80844",NA
"80845","en"
"80846","es"
"80847","pt"
"80848",NA
"80849","en"
"80850","es"
"80851","pt"
"80852",NA
"80853","en"
"80854","es"
"80855","pt"
"80856",NA
"80857","en"
"80858","es"
"80859","pt"
"80860",NA
"80861","en"
"80862","es"
"80863","pt"
"80864",NA
"80865","en"
"80866","es"
"80867","pt"
"80868",NA
"80869","en"
"80870","es"
"80871","pt"
"80872",NA
"80873","en"
"80874","es"
"80875","pt"
"80876",NA
"80877","en"
"80878","es"
"80879","pt"
"80880",NA
"80881","en"
"80882","es"
"80883","pt"
"80884",NA
"80885","en"
"80886","es"
"80887","pt"
"80888",NA
"80889","en"
"80890","es"
"80891","pt"
"80892",NA
"80893","en"
"80894","es"
"80895","pt"
"80896",NA
"80897","en"
"80898","es"
"80899","pt"
"80900",NA
"80901","en"
"80902","es"
"80903","pt"
"80904",NA
"80905","en"
"80906","es"
"80907","pt"
"80908",NA
"80909","en"
"80910","es"
"80911","pt"
"80912",NA
"80913","en"
"80914","es"
"80915","pt"
"80916",NA
"80917","en"
"80918","es"
"80919","pt"
"80920",NA
"80921","en"
"80922","es"
"80923","pt"
"80924",NA
"80925","en"
"80926","es"
"80927","pt"
"80928",NA
"80929","en"
"80930","es"
"80931","pt"
"80932",NA
"80933","en"
"80934","es"
"80935","pt"
"80936",NA
"80937","en"
"80938","es"
"80939","pt"
"80940",NA
"80941","en"
"80942","es"
"80943","pt"
"80944",NA
"80945","en"
"80946","es"
"80947","pt"
"80948",NA
"80949","en"
"80950","es"
"80951","pt"
"80952",NA
"80953","en"
"80954","es"
"80955","pt"
"80956",NA
"80957","en"
"80958","es"
"80959","pt"
"80960",NA
"80961","en"
"80962","es"
"80963","pt"
"80964",NA
"80965","en"
"80966","es"
"80967","pt"
"80968",NA
"80969","en"
"80970","es"
"80971","pt"
"80972",NA
"80973","en"
"80974","es"
"80975","pt"
"80976",NA
"80977","en"
"80978","es"
"80979","pt"
"80980",NA
"80981","en"
"80982","es"
"80983","pt"
"80984",NA
"80985","en"
"80986","es"
"80987","pt"
"80988",NA
"80989","en"
"80990","es"
"80991","pt"
"80992",NA
"80993","en"
"80994","es"
"80995","pt"
"80996",NA
"80997","en"
"80998","es"
"80999","pt"
"81000",NA
"81001","en"
"81002","es"
"81003","pt"
"81004",NA
"81005","en"
"81006","es"
"81007","pt"
"81008",NA
"81009","en"
"81010","es"
"81011","pt"
"81012",NA
"81013","en"
"81014","es"
"81015","pt"
"81016",NA
"81017","en"
"81018","es"
"81019","pt"
"81020",NA
"81021","en"
"81022","es"
"81023","pt"
"81024",NA
"81025","en"
"81026","es"
"81027","pt"
"81028",NA
"81029","en"
"81030","es"
"81031","pt"
"81032",NA
"81033","en"
"81034","es"
"81035","pt"
"81036",NA
"81037","en"
"81038","es"
"81039","pt"
"81040",NA
"81041","en"
"81042","es"
"81043","pt"
"81044",NA
"81045","en"
"81046","es"
"81047","pt"
"81048",NA
"81049","en"
"81050","es"
"81051","pt"
"81052",NA
"81053","en"
"81054","es"
"81055","pt"
"81056",NA
"81057","en"
"81058","es"
"81059","pt"
"81060",NA
"81061","en"
"81062","es"
"81063","pt"
"81064",NA
"81065","en"
"81066","es"
"81067","pt"
"81068",NA
"81069","en"
"81070","es"
"81071","pt"
"81072",NA
"81073","en"
"81074","es"
"81075","pt"
"81076",NA
"81077","en"
"81078","es"
"81079","pt"
"81080",NA
"81081","en"
"81082","es"
"81083","pt"
"81084",NA
"81085","en"
"81086","es"
"81087","pt"
"81088",NA
"81089","en"
"81090","es"
"81091","pt"
"81092",NA
"81093","en"
"81094","es"
"81095","pt"
"81096",NA
"81097","en"
"81098","es"
"81099","pt"
"81100",NA
"81101","en"
"81102","es"
"81103","pt"
"81104",NA
"81105","en"
"81106","es"
"81107","pt"
"81108",NA
"81109","en"
"81110","es"
"81111","pt"
"81112",NA
"81113","en"
"81114","es"
"81115","pt"
"81116",NA
"81117","en"
"81118","es"
"81119","pt"
"81120",NA
"81121","en"
"81122","es"
"81123","pt"
"81124",NA
"81125","en"
"81126","es"
"81127","pt"
"81128",NA
"81129","en"
"81130","es"
"81131","pt"
"81132",NA
"81133","en"
"81134","es"
"81135","pt"
"81136",NA
"81137","en"
"81138","es"
"81139","pt"
"81140",NA
"81141","en"
"81142","es"
"81143","pt"
"81144",NA
"81145","en"
"81146","es"
"81147","pt"
"81148",NA
"81149","en"
"81150","es"
"81151","pt"
"81152",NA
"81153","en"
"81154","es"
"81155","pt"
"81156",NA
"81157","en"
"81158","es"
"81159","pt"
"81160",NA
"81161","en"
"81162","es"
"81163","pt"
"81164",NA
"81165","en"
"81166","es"
"81167","pt"
"81168",NA
